Full News,Prompt,Topic,Link
"
  গোপন ছবি ও ভিডিও ফাঁস হবার ভয়ে ভারতের তেলেগু টেলিভিশন অভিনেত্রী শ্রাবণী কোন্দাপালি (২৬) আত্মহত্যা করছেন। গত মঙ্গলবার অভিনেত্রীকে হায়দ্রাবাদের মধুরনগরে নিজের বাড়িতে ঝুলন্ত অবস্থায় পাওয়া যায়।

শ্রাবণীর পরিবারের অভিযোগ, টাকার জন্য অভিনেত্রীকে ব্ল্যাক মেইল করেন তার প্রেমিক দেবরাজ রেড্ডি। অভিনেত্রীর ব্যক্তিগত ছবি এবং ভিডিও সোশ্যাল মিডিয়ায় পোস্ট করার হুমকি দেয়। গুগল পে-এর মাধ্যমে প্রথমে কিস্তিতে কিছু টাকা দেওয়া হয় বলে জানিয়েছে পরিবার। এরপর আবারও টাকার জন্য চাপ দিতে শুরু করে অভিনেত্রীকে। ফলে বেশ কিছু দিন ধরে শ্রাবণী মানসিক অবসাদে ভুগছিলেন। প্রেমিক দেবরাজ রেড্ডির নির্যাতনে অতিষ্ঠ হয়েই এই পদক্ষেপ নিয়েছেন শ্রাবণী।

ভারতীয় পুলিশ জানায়, মঙ্গলবার শ্রাবণী তার বেডরুমে দরজা বন্ধ করেন। পরিবারের সদস্যরা ভাবেন গোসল করতে গেছেন। দীর্ঘক্ষণ দরজা বন্ধ থাকায় পরিবারের সন্দেহ হয়। অনেক বার ধাক্কা দেওয়ার পরেও দরজা খোলেননি অভিনেত্রী। দরজা ভাঙতেই সিলিং ফ্যানে অভিনেত্রীর ঝুলন্ত দেহ দেখতে পান তারা। এর পর হাসপাতালে নিয়ে যাওয়া হলে সেখানে চিকিৎসকরা মৃত বলে ঘোষণা করেন।
উল্লেখ্য, টেলি সিরিয়াল মনসু মমতা, মৈনারাগম-এ অভিনয়ের জন্য লাইমলাইটে আসেন শ্রাবণী।

আরও পড়ুন:
জিএ
 ","গোপন ছবি ও ভিডিও ফাঁস হবার ভয়ে ভারতের তেলেগু টেলিভিশন অভিনেত্রী শ্রাবণী কোন্দাপালি (২৬) আত্মহত্যা করছেন। গত মঙ্গলবার অভিনেত্রীকে হায়দ্রাবাদের মধুরনগরে নিজের বাড়িতে ঝুলন্ত অবস্থায় পাওয়া যায়। শ্রাবণীর পরিবারের অভিযোগ, টাকার জন্য অভিনেত্রীকে ব্ল্যাক মেইল",বিনোদন,N/A
"
  রাজধানীর শ্যামলী স্পেশালাইজড হাসপাতালে ডিপজল ভাইয়ের অস্ত্রোপচার শুরু হয়েছে। ২০ মিনিট হলো অপারেশন থিয়েটারে তিনি। চলচ্চিত্রের শিল্পীরা তার অপেক্ষায় বাইরে বসে আছি- বলেছেন বাংলাদেশ শিল্পী সমিতির সাধারণ সম্পাদক জায়েদ খান।

আজ দুপুর ১টা ১৫ মিনিটে আরটিভি নিউজকে এ কথা বলেন তিনি।
মনোয়ার হোসেন ডিপজলের অসুস্থতা নিয়ে জায়েদ খান বলেন, তার কোমরে একটি টিউমার রয়েছে। সেটার অপারেশন চলছে। এছাড়া গত মার্চ মাস থেকে সর্দির সমস্যায় ভুগছিলেন ডিপজল। পরে তাকে হাসপাতালে ভর্তি করা হয়। সবাই তার জন্য দোয়া করবেন।
উল্লেখ্য, ২০১৭ সালে হৃদরোগের সমস্যার কারণে দীর্ঘদিন সিঙ্গাপুরের একটি হাসপাতালে চিকিৎসা করান ডিপজল। সে সময় তার হার্টে রিং পরান চিকিৎসকেরা।
জিএ
 ",রাজধানীর শ্যামলী স্পেশালাইজড হাসপাতালে ডিপজল ভাইয়ের অস্ত্রোপচার শুরু হয়েছে। ২০ মিনিট হলো অপারেশন থিয়েটারে তিনি। চলচ্চিত্রের শিল্পীরা তার অপেক্ষায় বাইরে বসে আছি- বলেছেন বাংলাদেশ শিল্পী সমিতির সাধারণ সম্পাদক জায়েদ খান। আজ দুপুর ১টা ১৫ মিনিটে,বিনোদন,N/A
"
  মিমি চক্রবর্তী একাধারে অভিনেত্রী ও ভারতের তৃণমূল সাংসদ। ক্ষমতা কিছুটা হলেও বেড়েছে। চলেন সরকারি গাড়িতে। আর তার সঙ্গে অপরাধ করে অপরাধী দ্রুত শাস্তি পাবেন না তা কি হয়। তাইতো অশ্লীল অঙ্গভঙ্গি করায় ট্যাক্সিচালক মাফ পাননি। দ্রুত ঢুকেছেন হাজতে।

ঘটনা খুলে বলা যাক, জিম থেকে বাড়ি ফিরছিলেন মিমি চক্রবর্তী। গাড়ির কাচ ছিল নামানো। হঠাৎ একটি ট্যাক্সি তার গাড়িকে ওভারটেক করে। তিনি খেয়াল করেন, পাশে দাঁড়ানো ট্যাক্সিটির চালক তার দিকে অশ্লীল অঙ্গভঙ্গি করছেন। চটে যান অভিনেত্রী। গাড়ি থেকে নেমে ট্যাক্সিচালককের ঘাড় ধরে রাস্তায় নামান। যোগাযোগ করেন পুলিশের সঙ্গে। পুলিশ দ্রুত ঘটনাস্থলে এসে ঘটনা জেনে অভিযুক্ত চালকের খোঁজ করেন। রাতেই তাকে গ্রেপ্তার করেন তাকে।
সোমবার (১৫ সেপ্টেম্বর) রাতে ঘটেছে এমন ঘটনা। ভারতীয় গণমাধ্যম আনন্দবাজারকে মিমি বলেন, সরকারি গাড়ি দেখেও যদি ট্যাক্সিচালক তার আরোহীকে উদ্দেশ্য করে প্রকাশ্যে এমন অশ্লীল অঙ্গভঙ্গি ও মন্তব্য করতে পারেন, তাহলে সাধারণ মানুষের কী অবস্থা হতে পারে! সে কারণে কালক্ষেপণ না করে গাড়ি থেকে নেমে প্রতিবাদ করেছি এবং পুলিশের কাছে অভিযোগ জানিয়েছি।
ভারতীয় পুলিশ জানায়, সোমবার রাত ১টার দিকে বালিগঞ্জ ফাঁড়ির কাছে ক্রমাগত হর্ন দিতে দিতে মিমির গাড়িকে ওভারটেক করে একটি ট্যাক্সি। মিমি গাড়ি থেকে নেমে ট্যাক্সিটি দাঁড় করান। তখন ট্যাক্সিচালক মিমির উদ্দেশে অনবরত কটূক্তি করে। অশ্লীল অঙ্গভঙ্গিও করে। সাংসদ দ্রুত এক কর্তব্যরত সার্জেন্টের সঙ্গে যোগাযোগ করেন। ওই সার্জেন্ট আধা ঘণ্টার মধ্যে ট্যাক্সিসহ চালককে আটক করেন। ওই চালকের নাম দেবা যাদব। বয়স ৩২ বছর। তাকে গ্রেপ্তার করা হয় বাইপাসের ধারে আনন্দপুর থানা এলাকা থেকে। ধৃতের বিরুদ্ধে শ্লীলতাহানি, অশ্লীল ইঙ্গিত এবং কটূক্তির ধারায় গড়িয়াহাট থানায় একটি মামলা রুজু করা হয়েছে।
উল্লেখ্য, এর আগেও মিমি এমন প্রতিবাদী ভূমিকায় নেমেছেন। বছর চারেক আগে এক পথচারীকে একটি বাইক ধাক্কা মেরে হিঁচড়ে নিয়ে যাচ্ছে দেখে মিমি গাড়ি থামিয়ে রুখে দাঁড়ান। বাইক আরোহীকে থামিয়ে তাকে রাস্তাতেই নামিয়ে তৎক্ষণাৎ মারপিট করে পুলিশ ডাকেন।
জিএ
 ",মিমি চক্রবর্তী একাধারে অভিনেত্রী ও ভারতের তৃণমূল সাংসদ। ক্ষমতা কিছুটা হলেও বেড়েছে। চলেন সরকারি গাড়িতে। আর তার সঙ্গে অপরাধ করে অপরাধী দ্রুত শাস্তি পাবেন না তা কি হয়। তাইতো অশ্লীল অঙ্গভঙ্গি করায় ট্যাক্সিচালক মাফ পাননি।ঢুকেছেন হাজতে। ঘটনা খুলে,বিনোদন,N/A
"
  বাবা-মায়ের সঙ্গে অভিমান করে আজ (৩০ আগস্ট) সকাল ৭টার দিকে নিজ ঘরের সিলিং ফ্যানের সাথে ওড়না পেঁচিয়ে আত্মহত্যা করেন মডেল লরেন মেন্ডেস। এসময় তার মা বাসার বাইরে ছিলেন। ঝুলন্ত অবস্থা থেকে লাশটি নামান তার বাবা। খবর পেয়ে পুলিশ লাশ উদ্ধার করে ময়নাতদন্তের ঢাকা মেডিকেল কলেজ হাসপাতাল মর্গে পাঠিয়েছে।

লরেনের পরিবারের বরাত দিয়ে গণমাধ্যমকে একথা জানান গুলশান থানার পরিদর্শক (তদন্ত) আমিনুল ইসলাম।
তিনি আরও জানান, লরেন মেন্ডেস খুব স্বাধীনচেতা ছিলেন। যখন-তখন বাড়ির বাইরে যেতেন। এ নিয়ে বাবা-মায়ের সাথে প্রায়ই কথা কাটাকাটি হতো তার। পরিবারের ধারণা, এসব থেকেই লরেন অভিমানে গলায় ফাঁস দিয়েছেন।
‘ইন্টারনেট শেষ হলেও, নো টেনশন’- এয়ারটেলের বিজ্ঞাপনে ব্যবহৃত এই সংলাপটি দিয়ে আলোচনায় আসেন লরেন মেন্ডেস। এরপর এয়ারটেলের টানা কয়েকটি বিজ্ঞাপনে কাজ করেছেন তিনি।
তপু খান ও কণার ‘ঘোর’ নামে একটি দ্বৈত গানের ভিডিওতে মডেল হিসেবে কাজ করেছিলেন লরেন। তার অভিনীত ‘তোমার পিছু ছাড়বো না’ গানটি আলোচিত হয়।
এছাড়া স্বল্পদৈর্ঘ্য চলচ্চিত্র ‘অমর প্রেম’-এ কাজ করেছিলেন লরেন। সবশেষ সঞ্জয় সমদ্দার পরিচালিত ‘ট্রল’ নাটকের শুটিংয়ে অংশ নেন তিনি। গত ২৬ আগস্ট অপূর্ব, তাসনিয়া ফারিনদের সঙ্গে এ নাটকের শুটিং করেছিলেন লরেন।
আরও পড়ুন:
এম
 ",বাবা-মায়ের সঙ্গে অভিমান করে আজ (৩০ আগস্ট) সকাল ৭টার দিকে নিজ ঘরের সিলিং ফ্যানের সাথে ওড়না পেঁচিয়ে আত্মহত্যা করেন মডেল লরেন মেন্ডেস। এসময় তার মা বাসার বাইরে ছিলেন। ঝুলন্ত অবস্থা থেকে লাশটি নামান তার বাবা।পেয়ে পুলিশ লাশ উদ্ধার,বিনোদন,N/A
"
  করোনাভাইরাসে আক্রান্ত হয়ে অসুস্থ অভিনেতা সাদেক বাচ্চুকে মহাখালীর ইউনিভার্সাল মেডিকেল কলেজ হাসপাতালের (আয়শা মেমোরিয়াল হাসপাতাল) আইসিইউতে লাইফ সাপোর্ট নেয়া হয়েছে।

শনিবার (১২ সেপ্টেম্বর) রাতে শারীরিক অবস্থার অবনতি হওয়ায় তাকে লাইফ সাপোর্টে নেয়া হয়।
চলচ্চিত্র শিল্পী সমিতির সাধারণ সম্পাদক চিত্রনায়ক জায়েদ খান শনিবার রাত ১১টার দিকে গণমাধ্যমকে এ তথ্য নিশ্চিত করেছেন।
সাদেক বাচ্চুর চিকিৎসকরা জানিয়েছেন, তার অবস্থা আশঙ্কাজনক। সাদেক বাচ্চুর হৃদযন্ত্র ৮০ শতাংশ কাজ করছে না। এ কারণে তাকে লাইফ সাপোর্টে নিতে হয়েছে।
এর আগে গত ৮ সেপ্টেম্বর রাতে সাদেক বাচ্চুকে ঢামেক হাসপাতালে ভর্তি করা হয়। মঙ্গলবার কোভিড-১৯ পরীক্ষার ফলাফলে পজিটিভ আসে।
এসএস
 ",করোনাভাইরাসে আক্রান্ত হয়ে অসুস্থ অভিনেতা সাদেক বাচ্চুকে মহাখালীর ইউনিভার্সাল মেডিকেল কলেজ হাসপাতালের (আয়শা মেমোরিয়াল হাসপাতাল) আইসিইউতে লাইফ সাপোর্ট নেয়া হয়েছে। শনিবার (১২ সেপ্টেম্বর) রাতে শারীরিক অবস্থার অবনতি হওয়ায় তাকে লাইফ সাপোর্টে নেয়া হয়। চলচ্চিত্র শিল্পী,বিনোদন,N/A
"
  দেশীয় চলচ্চিত্রের শক্তিমান অভিনেতা সাদেক বাচ্চু আর নেই। আজ (১৪ সেপ্টেম্বর) সকাল ১০ টা ৪৫ মিনিটে মহাখালীর ইউনিভার্সাল মেডিকেল কলেজ হাসপাতালে (আয়শা মেমোরিয়াল হাসপাতাল) চিকিৎসাধীন অবস্থায় শেষ নিশ্বাস ত্যাগ করেন। (ইন্নালিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন)।

তার মৃত্যুর সংবাদ নিশ্চিত করেছেন তার স্ত্রী শাহানা। শনিবার তার অবস্থা সংকটাপন্ন হলে লাইফ সাপোর্টে নেয়া হয়। শুক্রবার করোনা পরীক্ষা করলে পজিটিভ আসে।
এর আগে গত ৮ সেপ্টেম্বর রাতে তীব্র জ্বর ও শ্বাসকষ্ট নিয়ে ঢাকা মেডিকেল কলেজ হাসপাতালে ভর্তি হয়েছিলেন সাদেক বাচ্চু।
টেলিভিশন, মঞ্চ ও রেডিও নাটকের মাধ্যমে পরিচিত পাওয়া সাদেক বাচ্চু ১৯৮৫ সালে ‘রামের সুমতি’ ছবির মাধ্যমে চলচ্চিত্রে অভিষেক লাভ করেন।
১৯৭৪ সালে তিনি প্রথম টিভি নাটকে অভিনয় করেন। তার অভিনীত নাটকের সংখ্যা হাজারের ওপর। ‘চাঁদনী’ ছবির মাধ্যমে দর্শকপ্রিয়তা অর্জন করেন সাদেক বাচ্চু।
 ",দেশীয় চলচ্চিত্রের শক্তিমান অভিনেতা সাদেক বাচ্চু আর নেই। আজ (১৪ সেপ্টেম্বর) সকাল ১০ টা ৪৫ মিনিটে মহাখালীর ইউনিভার্সাল মেডিকেল কলেজ হাসপাতালে (আয়শা মেমোরিয়াল হাসপাতাল) চিকিৎসাধীন অবস্থায় শেষ নিশ্বাস ত্যাগ করেন। (ইন্নালিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন)।মৃত্যুর সংবাদ নিশ্চিত করেছেন,বিনোদন,N/A
"
  সুশান্ত সিং রাজপুতের সাবেক প্রেমিকা অভিনেত্রী রিয়া চক্রবর্তী গত এপ্রিল মাসে আধা কেজি গাঁজা কিনেছেন বলে অভিযোগ উঠেছে। রিয়া বাড়িতে কুরিয়ারে এসেছিলে এই গাঁজা। কুরিয়ার গ্রহণ করেন অভিনেত্রীর ভাই সৌভিক চক্রবর্তী। তার সঙ্গে ছিলেন দীপেশ সাওয়ান্তও।

সম্প্রতি কুরিয়ার সার্ভিসের এক কর্মীকে জিজ্ঞাসাবাদের করে ভারতের নারকোটিক্স কন্ট্রোল ব্যুরো। জিজ্ঞাসাবাদের সময় ওই যুবক দাবি করেন, এপ্রিল মাসে রিয়ার বাড়িতে ৫০০ গ্রাম বাড-এর বাক্স নিয়ে যান তিনি।
এদিকে নারকোটিক্স কন্ট্রোল ব্যুরোর জিজ্ঞাসাবাদের সময় বলিউডের ২৫ জনের নাম করেছেন রিয়া চক্রবর্তী। মাদক চক্রের সঙ্গে যুক্ত আছেন বলিউডের ওই তারকা, পরিচালক, প্রযোজকদের। শিগগিরই ওই ২৫ জনকে সমন পাঠানো হবে বলে জানা গেছে। ইতোমধ্যে রিয়া চক্রবর্তী দেয়া তালিকায় ২৫ জনের মধ্যে ১৫ জন এনিসিবির নজরে এসেছেন।

অন্যদিকে বলিউড অভিনেত্রী কঙ্গনার বিরুদ্ধে মাদক সেবনের অভিযোগ উঠেছে। কঙ্গনার সাবেক বন্ধু অধ্যয়ন সুমনের একটি পুরনো ভিডিও ভাইরাল হয়। ২০১৬ সালের ওই সাক্ষাতকারে অধ্যয়ন দাবি করেন, কঙ্গনা এক সময় মাদক সেবন করতেন। একবার তার জন্মদিনে মুম্বাইয়ের একটি বিলাসবহুল হোটেলে পার্টির আয়োজন করেন কঙ্গনা। সেই পার্টিতে বলিউডের হাই প্রোফাইল তারকারা উপস্থিত ছিলেন। ওই সাক্ষাতকারের প্রেক্ষিতে এবার কঙ্গনার বিরুদ্ধে তদন্ত হবে বলে শোনা যাচ্ছে। অভিনেত্রী মাদকে আসক্ত ছিলেন কি না, সে বিষয়ে খতিয়ে দেখতে মহারাষ্ট্র সরকারের পক্ষ থেকে নির্দেশ দেয়া হয়েছে মুম্বাই পুলিশকে।
সূত্র- জিনিউজ
আরও পড়ুন:
জিএ
 ",সুশান্ত সিং রাজপুতের সাবেক প্রেমিকা অভিনেত্রী রিয়া চক্রবর্তী গত এপ্রিল মাসে আধা কেজি গাঁজা কিনেছেন বলে অভিযোগ উঠেছে। রিয়া বাড়িতে কুরিয়ারে এসেছিলে এই গাঁজা। কুরিয়ার গ্রহণ করেন অভিনেত্রীর ভাই সৌভিক চক্রবর্তী। তার সঙ্গে ছিলেন দীপেশ,বিনোদন,N/A
"
  বলিউড অভিনেতা সুশান্ত সিং রাজপুতের মৃত্যুর ঘটনায় বিভিন্নভাবে জড়িয়েছে তার সাবেক প্রেমিকা রিয়া চক্রবর্তী। ঘটনার সঙ্গে সঙ্গে যুক্ত হয়েছে মাদক সেবন ও মাদক কারবারীদের নামও।

তবে রিয়ার মাদক কারবার নিয়ে ভারতীয় গণমাধ্যম জিনিউজ নতুন তথ্য প্রকাশ করেছে। মাদক কারবারী এবং পাচারকারীদের সঙ্গে যোগাযোগ রাখতে ভিন্ন পথ ধরেছিলেন অভিনেত্রী রিয়া। পর্দার আড়ালে থেকে মাদক আনা-নেওয়া করতেন তিনি, এজন্য ব্যবহার করতেন মায়ের মুঠোফোন। তবে গোপনীয়তা করেও রক্ষা হলো না অভিনেত্রীর।
জানা গেছে, এনফোর্সমেন্ট ডিরেক্টরেটের জিজ্ঞাসাবাদের সময় রিয়া নিজের একটি মোবাইল তদন্তকারীদের হাতে তুলে দিলেও, দ্বিতীয়টি জমা দেননি। এরপর রিয়ার বাড়িতে নারকোটিক্স কন্ট্রোল ব্যুরোর তল্লাসি চালায়, সেখান থেকে অভিনেত্রীর ল্যাপটপসহ বিভিন্ন ইলেক্ট্রনিক ডিভাইস বাজেয়াপ্ত করা হয়। তার মধ্যে ছিল রিয়া চক্রবর্তীর দ্বিতীয় মোবাইল। যেটি তার মা সন্ধ্যা চক্রবর্তীর নামে নিবন্ধন করা। আর নিবন্ধন করা মুঠোফোন থেকে মাদক কারবারীদের সঙ্গে রিয়ার বিভিন্ন কথপোকথন প্রকাশ্যে আসতে শুরু করে।

অন্যদিকে এনসিবির জিজ্ঞাসাবাদের সময় সারা আলী খানের নাম করেছেন রিয়া। সারা যে মাদক কারবারী এবং পাচারকারীদের সঙ্গে যোগাযোগ করতেন, রিয়াও তাদের মাধ্যমে বিভিন্ন নেশার দ্রব্য আমদানি করতেন। তবে সারার ফোনের তালিকায় কোন কোন মাদক কারবারীর তথ্য আছে সে বিষয়ে তল্লাসি শুরু করেছে নারকোটিক্স কন্ট্রোল ব্যুরো।
আরও পড়ুন

জিএ
 ",বলিউড অভিনেতা সুশান্ত সিং রাজপুতের মৃত্যুর ঘটনায় বিভিন্নভাবে জড়িয়েছে তার সাবেক প্রেমিকা রিয়া চক্রবর্তী। ঘটনার সঙ্গে সঙ্গে যুক্ত হয়েছে মাদক সেবন ও মাদক কারবারীদের নামও। তবে রিয়ার মাদক কারবার নিয়ে ভারতীয় গণমাধ্যম জিনিউজ নতুন তথ্য,বিনোদন,N/A
"
  টানা তিনদিন জিজ্ঞাসাবাদের পর অবশেষে গ্রেপ্তার করা হলো রিয়া চক্রবর্তীকে।

বলিউড অভিনেতা সুশান্ত সিং রাজপুতের মৃত্যুতে মাদক সংশ্লিষ্টতা থাকার পরই তদন্ত শুরু করে নারকোটিক্স কন্ট্রোল ব্যুরো (এনসিবি)।
প্রথমে রিয়ার ভাই শৌভিকসহ তিনজনকে গ্রেপ্তার করা হয়েছিল। রোববার ও সোমবারের পর মঙ্গলবার (৮ সেপ্টেম্বর) তৃতীয় দিনের মতো জিজ্ঞাসাবাদ করা হয় রিয়াকে।
এদিন টানা আট ঘণ্টা জিজ্ঞাসাবাদের পর রিয়াকে গ্রেপ্তার দেখায় এনসিবি।

ভারতীয় গণমাধ্যম জি নিউজের খবর, বুধবার সৌভিক চক্রবর্তী এবং স্যামুয়েল মিরান্ডার সঙ্গেই রিয়াকে আদালতে তোলা হবে।
মাদক যোগ নিয়ে রোববার থেকে রিয়াকে টানা জেরা করছিল এনসিবি। রোববার টানা আট ঘণ্টা জেরা করা হয় তাকে। তার ভাই শৌভিকের মুখোমুখি বসিয়ে সোমবার জেরা করা হয় ছ’ঘণ্টা। বার বার প্রশ্নের মুখে পড়ে গতকাল এনসিবির সামনে রিয়া বলেন, 'আমি যা করেছি, তা সবই সুশান্তের জন্য।'

গেল ১৪ জুন মুম্বাইয়ের বান্দ্রার বাড়ি থেকে সুশান্ত সিং রাজপুতের ঝুলন্ত মরদেহ উদ্ধার হয়। শুরুতে মুম্বাই পুলিশের হাতেই তদন্তভার ছিল। এরপর সুপ্রিম কোর্টের নির্দেশে তা কেন্দ্রীয় গোয়েন্দা সংস্থা সিবিআইয়ের হাতে ওঠে। সেই মামলায় রিয়ার হোয়াটসঅ্যাপ চ্যাট থেকে মাদকযোগের কথা উঠে এলে, আলাদা করে তদন্ত শুরু করে এনসিবি।
আরও পড়ুন:
 ",টানা তিনদিন জিজ্ঞাসাবাদের পর অবশেষে গ্রেপ্তার করা হলো রিয়া চক্রবর্তীকে। বলিউড অভিনেতা সুশান্ত সিং রাজপুতের মৃত্যুতে মাদক সংশ্লিষ্টতা থাকার পরই তদন্ত শুরু করে নারকোটিক্স কন্ট্রোল ব্যুরো (এনসিবি)। প্রথমে রিয়ার ভাই শৌভিকসহ তিনজনকে গ্রেপ্তার করা হয়েছিল।ও সোমবারের পর মঙ্গলবার,বিনোদন,N/A
"
  টালিউডের আলোচিত নায়িকা পায়েল সরকার। বছর খানেক আগে তাকে নিয়ে এক পরিচালক মন্তব্য করেছিলেন পায়েলের নাকি অনেক প্রেমিক।

তবে রাজ চক্রবর্তী আর আবির সেনগুপ্তর সঙ্গে ব্রেকআপের পর দীর্ঘদিন হলো এই নায়িকার প্রেম নিয়ে নতুন গসিপ শোনা যাচ্ছে না। পায়েল সরকারের শেষ ছবি ‘মুখোশ’ হিট হয়নি। সম্প্রতি তার নতুন ছবি ‘ম্যাজিক-
এর কাজ শুরু হয়েছে। তবুও পায়েল আজকাল খুব চুপচাপ। গুঞ্জন উঠেছে নায়িকা ইন্ডাস্ট্রি থেকে বিদায় নিচ্ছেন।

ঝড়ের মতো আবির্ভাব হয়েছিল পায়েলের। তিনি নিজের অবস্থান ধরে রাখতে সক্ষম হয়েছেন কি? অনেকটা এমন এক প্রশ্নের জবাবে পায়েল ভারতীয় একটি গণমাধ্যমে বলেন, একটা ইন্ডাস্ট্রিতে ১৩/ ১৪ বছর কাটালাম। আর ইন্ডাস্ট্রির নিয়মেই নতুন মুখ উঠে আসবে। পরিবর্তন হবে। তাই যারা এসব বলে তাদের আর কোনো এক্সপ্ল্যানেশন দেয়ার প্রয়োজন আছে বলে তো আমার মনে হয় না।

নিজের সম্পর্কে সবচেয়ে অবাক করা গসিপ নিয়ে পায়েল বলেছেন, রিসেন্টলি একটা গসিপ শুনলাম, আমি বিয়ে-টিয়ে করে বিদেশে চলে গিয়েছি। আর ছবি করব না।
কারো সঙ্গে প্রেম করছেন কিনা এমন প্রশ্নের জবাবে প্রেম আমার খ্যাত নায়িকা বলেন, একেবারেই কেউ নেই। আরে যদি কাউকে পছন্দ না হয়, কী করব? জোর করে তো আর প্রেম করতে পারব না! আমি জানি, আমার চারপাশটা খুব বোরিং। আশে পাশের মানুষগুলোও। প্রেম নেই, পার্টি নেই। কী করব বলুন, ডিক্যাপ্রিও-র মতো কাউকে পাচ্ছি না তো... (হাসি)।
 ",টালিউডের আলোচিত নায়িকা পায়েল সরকার। বছর খানেক আগে তাকে নিয়ে এক পরিচালক মন্তব্য করেছিলেন পায়েলের নাকি অনেক প্রেমিক। তবে রাজ চক্রবর্তী আর আবির সেনগুপ্তর সঙ্গে ব্রেকআপের পর দীর্ঘদিন হলো এই নায়িকার প্রেম নিয়ে নতুন গসিপ,বিনোদন,N/A
"
  দেশের খ্যাতিমান চলচ্চিত্র পরিচালক এফ আই মানিক দীর্ঘ ৭ বছর পর আবারও পরিচালনায় ফিরছেন। শাপলা মিডিয়ার প্রযোজনায় একটি চলচ্চিত্র নির্মাণ করতে যাচ্ছেন এই পরিচালক। সেখানে নায়িকা চরিত্রে অভিনয় করবেন তার পরিচালিত চাচ্চু ছবির শিশুশিল্পী দীঘি। আর নায়ক হিসেবে দেখা মিলবে শান্ত খানের।

এত বছর ধরে চলচ্চিত্র নির্মাণ না করা। এই পরিচালকের হাত ধরে নায়ক শাকিব খান উত্থানসহ এই নায়ক সম্পর্কে বিস্ফোরক মন্তব্য করলেন এফ আই মানিক।
আরটিভি নিউজের এই প্রতিবেদককে মানিক বলেছেন, শাকিবের উৎসাহে নিজের পৈতৃক জমি বিক্রি করে চলচ্চিত্র নির্মাণ শুরু করেছিলেন তিনি। কিন্তু ছবির শুরুর পর থেকেই শাকিব শিডিউল নিয়ে ঝামেলা শুরু করেন। একটা পর্যায়ে সেই ছবির কাজ শেষ করতে আড়াই কোটি টাকায়। আর এই ছবির অর্থ যোগান দিতে গিয়ে ভীষণ সংকটে পড়েন তিনি।
এই পরিচালক বলেন, একজন পরিচালক কত টাকাই বা আয় করে থাকে। শাকিবের কারণে আমি নিঃস্ব হয়ে গেছি।
বিস্তারিত নিচের অডিওতে শুনুন।

আরও পড়ুন:
এম
 ",দেশের খ্যাতিমান চলচ্চিত্র পরিচালক এফ আই মানিক দীর্ঘ ৭ বছর পর আবারও পরিচালনায় ফিরছেন। শাপলা মিডিয়ার প্রযোজনায় একটি চলচ্চিত্র নির্মাণ করতে যাচ্ছেন এই পরিচালক। সেখানে নায়িকা চরিত্রে অভিনয় করবেন তার পরিচালিত চাচ্চু ছবির শিশুশিল্পী দীঘি।নায়ক হিসেবে দেখা মিলবে,বিনোদন,N/A
"
  করোনার ভয় কাটিয়ে সব কিছুই আগের মতো চলছে। শুধু বন্ধ রয়েছে সিনেমা হল। সিনেমা সংশ্লিষ্ট মানুষদের এখন একটাই দাবি সিনেমা হল খুলে দেয়া হোক।

এদিকে অনেকেই বলেছেন করোনার এই প্রভাব থেকে বাঁচতে সিনেমা হলগুলোতে হিন্দি চলচ্চিত্র প্রদর্শনের অনুমতি দিতে হবে। বিষয়টির সঙ্গে অনেকের মতো একমত নন চিত্রনায়ক বাপ্পি চৌধুরী।
এই নায়ক মনে করেন বিদেশি ছবিই যদি প্রদর্শন করতে হয় তবে হিন্দি নয়, ইংরেজি ভাষার ছবিকেই আমাদের প্রাধান্য দেয়া উচিত।
বাপ্পি বলেন, ইংরেজি একটি আন্তর্জাতিক ভাষা। বিশ্বের যেখানেই আপনি যান না কেন, ইংরেজি দরকার হবেই। সিনেমা হলগুলোতে যদি বাংলা ছবির পাশাপাশি ইংরেজি ছবিও প্রদর্শন করা হয় তাহলে এই ভাষাটা শেখার প্রতি আমাদের আগ্রহ তৈরি হবে। ছবি দেখে কিছুটা হলেও ইংরেজি ভাষা বুঝতে পারবেন দর্শক। কিছু শব্দ হলেও শিখতে পারবেন। তবে সেজন্য অবশ্যই বাংলা সাবটাইটেল দিতে হবে।
এদিকে বাপ্পি চৌধুরী অভিনীত শ্বশুরবাড়ি জিন্দাবাদ-২ সিনেমাটি এখন মুক্তির অপেক্ষায় রয়েছে। প্রেক্ষাগৃহ খুললেই মুক্তি পাবে চলচ্চিত্রটি। এতে বাপ্পির বিপরীতে আছেন ঢাকাই ছবির কুইন খ্যাত অপু বিশ্বাস।
এম
 ",করোনার ভয় কাটিয়ে সব কিছুই আগের মতো চলছে। শুধু বন্ধ রয়েছে সিনেমা হল। সিনেমা সংশ্লিষ্ট মানুষদের এখন একটাই দাবি সিনেমা হল খুলে দেয়া হোক। এদিকে অনেকেই বলেছেন করোনার এই প্রভাব থেকে বাঁচতে সিনেমা হলগুলোতে হিন্দি,বিনোদন,N/A
